ID,nest_key,location,site,nest,species,exp_year,attempt_num,clutch_init_doy,ci_last_checked,clutch_comp_doy,cc_last_checked,clutch_size,egg_loss_num,egg_loss_reason,egg_loss_doy,incubation_failure,inc_fail_doy,eggs_swapped,hatch_doy,hd_last_checked,brood_size_hatching,day6_brood_mass,brood_size_day6,chick_loss_incid1_doy,chick_loss1_num_lost,chick_loss1_reason,chick_loss_incid2_doy,chick_loss2_num_lost,chick_loss2_reason,chick_loss_incid3_doy,chick_loss3_num_lost,chick_loss3_reason,chick_loss_incid4_doy,chick_loss4_num_lost,chick_loss4_reason,chick_abandon_female,chick_abandon_male,nest_fate_doy,nest_fate,nf_last_checked,num_fledged,nest_experiment,nest_treatment,female_id,male_id,fecal_sample_nb,nest_notes
,Unit_4_63_2006_134,Ithaca,Unit_4,63,TRES,2006,1,134,3,140,2,6,6,D,,,,,,-8,0,,,,,-8,,,,,,,,,,,,143,Failed,2,0,,NUL.0.000,169167707,185142398,,altF-185142394 06/07/06
,Unit_4_64_2006_150,Ithaca,Unit_4,64,TRES,2006,1,150,2,153,3,4,0,NL,,,,,168,3,4,,,,0,NL,,,,,,,,,,,,188,Fledged,3,4,,NUL.0.000,185142392,185142262,,
,Unit_4_65_2006_148,Ithaca,Unit_4,65,TRES,2006,1,148,5,152,2,5,1,U,,,,,168,3,4,,,,0,NL,,,,,,,,,,,,185,Fledged,7,4,,NUL.0.000,185142350,185143877,,altF-185143896 05/01/06 altF-185142350 06/01/06
,Unit_4_66_2006_169,Ithaca,Unit_4,66,TRES,2006,2,169,3,172,3,4,0,NL,,,,,185,4,4,,,,0,NL,,,,,,,,,,,,204,Fledged,2,4,..,NUL.0.000,191123307,185143892,,
,Unit_4_66_2006_134,Ithaca,Unit_4,66,TRES,2006,1,134,3,138,2,5,0,NL,,,,,155,3,5,,,,5,D,,,,,,,,,,,,163,Failed,3,0,..,NUL.0.000,191123307,185143892,,
,Unit_4_67_2006_130,Ithaca,Unit_4,67,TRES,2006,1,130,3,135,3,6,0,NL,,,,,152,2,6,,,,0,NL,,,,,,,,,,,,174,Fledged,3,6,,NUL.0.000,312190918,185142354,,
,Unit_4_68_2006_129,Ithaca,Unit_4,68,TRES,2006,1,129,-9,134,3,6,0,NL,,,,,152,2,6,,,,1,D,,,,,,,,,,,,174,Fledged,3,5,,NUL.0.000,177199093,191123409,,
,Unit_4_70_2006_158,Ithaca,Unit_4,70,TRES,2006,3,158,3,162,3,5,0,NL,,,,,178,4,5,,,,0,NL,,,,,,,,,,,,195,Fledged,3,5,,NUL.0.000,169167720,191124833,,
,Unit_4_70_2006_137,Ithaca,Unit_4,70,TRES,2006,1,137,2,141,2,6,6,F-1D7,,,,,,-8,0,,,,,-8,,,,,,,,,,,,150,Failed,2,0,,NUL.0.000,169167720,,,
,Unit_4_71_2006_133,Ithaca,Unit_4,71,TRES,2006,1,133,3,137,2,5,0,NL,,,,,155,3,4,,,,0,NL,,,,,,,,,,,,178,Fledged,4,4,,NUL.0.000,185143899,185142347,,
,Unit_4_72_2006_135,Ithaca,Unit_4,72,TRES,2006,1,135,3,141,2,6,0,NL,,,,,159,3,6,,,,6,U1D5,,,,,,,,,,,,163,Failed,0,0,,NUL.0.000,185144686,,,
,Unit_4_73_2006_153,Ithaca,Unit_4,73,TRES,2006,2,153,3,157,2,5,5,D,,,,,,-8,0,,,,,-8,,,,,,,,,,,,165,Failed,2,0,,NUL.0.000,185142391,,,
,Unit_4_73_2006_171,Ithaca,Unit_4,73,TRES,2006,3,171,3,175,4,5,0,NL,,,,,188,3,4,,,,1,D,,,,,,,,,,,,208,Fledged,4,3,,NUL.0.000,217130223,191124852,,
,Unit_4_73_2006_131,Ithaca,Unit_4,73,TRES,2006,1,131,3,137,2,6,6,D,,,,,,-8,0,,,,,-8,,,,,,,,,,,,143,Failed,2,0,,NUL.0.000,185145117,,,altF-185145117 05/20/06
,Unit_4_75_2006_158,Ithaca,Unit_4,75,TRES,2006,1,158,3,161,3,4,0,NL,,,,,178,4,4,,,,0,NL,,,,,,,,,,,,195,Fledged,3,4,,NUL.0.000,185142348,191124832,,
,Unit_4_76_2006_168,Ithaca,Unit_4,76,TRES,2006,2,168,3,171,3,4,4,U,,,,,,-8,0,,,,,-8,,,,,,,,,,,,185,U,3,0,..,NUL.0.000,312162628,,,
,Unit_4_76_2006_135,Ithaca,Unit_4,76,TRES,2006,1,135,3,139,1,5,5,D,,,,,,-8,0,,,,,-8,,,,,,,,,,,,141,Failed,2,0,,NUL.0.000,185142395,,,
,Unit_4_77_2006_129,Ithaca,Unit_4,77,TRES,2006,1,129,-9,134,3,6,0,NL,,,,,155,3,5,,,,5,U2D3,,,,,,,,,,,,163,Failed,0,0,,NUL.0.000,191123102,,,
,Unit_4_82_2006_135,Ithaca,Unit_4,82,TRES,2006,1,135,3,139,1,5,0,NL,,,,,157,2,3,,,,0,NL,,,,,,,,,,,,181,Fledged,7,3,,NUL.0.000,185142349,191123312,,altM-199123312 06/30/06
,Unit_4_83_2006_150,Ithaca,Unit_4,83,TRES,2006,1,150,2,154,3,5,0,NL,,,,,168,3,5,,,,5,U1D4,,,,,,,,,,,,181,Failed,2,0,,NUL.0.000,,,,
,Unit_4_84_2006_138,Ithaca,Unit_4,84,TRES,2006,1,138,2,141,2,4,4,D,,,,,,-8,0,,,,,-8,,,,,,,,,,,,148,Failed,5,0,,NUL.0.000,185142348,,,
,Unit_4_85_2006_137,Ithaca,Unit_4,85,TRES,2006,1,137,2,,-8,2,2,P,,,,,,-8,0,,,,,-8,,,,,,,,,,,,139,Predation,1,0,,NUL.0.000,,,,
,Unit_4_86_2006_150,Ithaca,Unit_4,86,TRES,2006,2,150,2,154,3,5,0,NL,,,,,168,3,5,,,,1,D,,,,,,,,,,,,192,Fledged,4,4,,NUL.0.000,18514240,191124804,,
,Unit_4_86_2006_133,Ithaca,Unit_4,86,TRES,2006,1,133,3,138,2,6,6,D,,,,,,-8,0,,,,,-8,,,,,,,,,,,,141,Failed,2,0,,NUL.0.000,185142400,,,
,Unit_4_87_2006_133,Ithaca,Unit_4,87,TRES,2006,1,133,3,138,2,6,6,D,,,,,,-8,0,,,,,-8,,,,,,,,,,,,141,Failed,2,0,,NUL.0.000,191123926,,,
,Unit_4_87_2006_149,Ithaca,Unit_4,87,TRES,2006,2,149,2,154,3,6,1,U,,,,,168,3,5,,,,0,NL,,,,,,,,,,,,188,Fledged,3,5,,NUL.0.000,191123926,182112531,,
,Unit_4_88_2006_150,Ithaca,Unit_4,88,TRES,2006,2,150,2,154,3,5,0,NL,,,,,168,3,4,,,,4,D,,,,,,,,,,,,188,Failed,3,0,,NUL.0.000,185142393,182112568,,
,Unit_4_89_2006_136,Ithaca,Unit_4,89,TRES,2006,1,136,1,138,2,5,1,U,,,,,155,3,4,,,,4,X3U1,,,,,,,,,,,,165,U,2,0,,NUL.0.000,185145124,,,
,Unit_4_90_2006_154,Ithaca,Unit_4,90,TRES,2006,2,154,3,,-8,5,5,D,,,,,,-8,0,,,,,-8,,,,,,,,,,,,163,Failed,3,0,,NUL.0.000,312114500,,,
,Unit_4_90_2006_133,Ithaca,Unit_4,90,TRES,2006,1,133,3,139,1,7,7,D,,,,,,-8,0,,,,,-8,,,,,,,,,,,,141,Failed,2,0,,NUL.0.000,312188029,185142396,,
,Unit_4_91_2006_169,Ithaca,Unit_4,91,TRES,2006,2,169,3,173,3,5,0,NL,,,,,188,3,4,,,,0,NL,,,,,,,,,,,,208,Fledged,4,4,,NUL.0.000,312190712,185144697,,
,Unit_4_91_2006_136,Ithaca,Unit_4,91,TRES,2006,1,136,1,143,2,7,0,NL,,,,,160,3,5,,,,5,U4D1,,,,,,,,,,,,163,Failed,3,0,,NUL.0.000,312190712,,,altF-312190712 05/10/06
,Unit_4_92_2006_139,Ithaca,Unit_4,92,TRES,2006,1,139,1,141,2,3,0,NL,,,,,160,3,2,,,,2,U,,,,,,,,,,,,163,U,3,0,,NUL.0.000,167184402,,,
,Unit_4_92_2006_170,Ithaca,Unit_4,92,TRES,2006,2,170,3,173,3,4,0,NL,,,,,188,3,3,,,,0,NL,,,,,,,,,,,,211,Fledged,3,3,,NUL.0.000,167184402,185142354,,
,Unit_4_93_2006_150,Ithaca,Unit_4,93,TRES,2006,2,150,2,154,3,5,0,NL,,,,,168,3,5,,,,0,NL,,,,,,,,,,,,192,Fledged,4,5,,NUL.0.000,185142351,185143880,,
,Unit_4_93_2006_134,Ithaca,Unit_4,93,TRES,2006,1,134,3,139,1,6,6,D,,,,,,-8,0,,,,,-8,,,,,,,,,,,,141,Failed,2,0,,NUL.0.000,185142397,185143880,,altF-185142351 06/07/06
,Unit_4_97_2006_149,Ithaca,Unit_4,97,TRES,2006,1,149,2,154,3,6,6,D,,,,,,-8,0,,,,,-8,,,,,,,,,,,,160,Failed,3,0,,NUL.0.000,191123110,,,altF-191123110 06/07/06
,Unit_4_98_2006_150,Ithaca,Unit_4,98,TRES,2006,2,150,2,154,3,5,0,NL,,,,,168,3,5,,,,0,NL,,,,,,,,,,,,188,Fledged,3,5,,NUL.0.000,312188427,185143900,,
,Unit_4_98_2006_128,Ithaca,Unit_4,98,TRES,2006,1,128,-9,132,3,6,6,D,,,,,,-8,0,,,,,-8,,,,,,,,,,,,141,Failed,2,0,,NUL.0.000,312188427,185143900,,
,Unit_4_102_2006_137,Ithaca,Unit_4,102,TRES,2006,1,137,2,,-8,5,5,D,,,,,,-8,0,,,,,-8,,,,,,,,,,,,143,Failed,2,0,,NUL.0.000,185142399,,,
,Unit_4_103_2006_136,Ithaca,Unit_4,103,TRES,2006,1,136,1,,-8,6,6,D,,,,,,-8,0,,,,,-8,,,,,,,,,,,,141,Failed,2,0,,NUL.0.000,185142346,,,
,Unit_4_105_2006_136,Ithaca,Unit_4,105,TRES,2006,1,136,1,,-8,5,5,D,,,,,,-8,0,,,,,-8,,,,,,,,,,,,143,Failed,2,0,,NUL.0.000,185144806,,,
,Unit_4_105_2006_151,Ithaca,Unit_4,105,TRES,2006,2,151,2,156,2,5,5,D,,,,,,-8,0,,,,,-8,,,,,,,,,,,,163,Failed,3,0,,NUL.0.000,185142346,,,
,Unit_4_105_2006_168,Ithaca,Unit_4,105,TRES,2006,3,168,3,172,3,5,0,NL,,,,,185,4,4,,,,1,U,,,,,,,,,,,,204,Fledged,2,3,,NUL.0.000,312114500,312188469,,
,Unit_4_106_2006_131,Ithaca,Unit_4,106,TRES,2006,1,131,3,135,3,5,5,D,,,,,,-8,0,,,,,-8,,,,,,,,,,,,141,Failed,2,0,,NUL.0.000,185143898,,,
,Unit_4_106_2006_153,Ithaca,Unit_4,106,TRES,2006,2,153,3,157,2,5,0,NL,,,,,173,2,5,,,,1,U,,,,,,,,,,,,195,Fledged,3,4,,NUL.0.000,181545028,,,185142395
,Unit_4_5A_2006_134,Ithaca,Unit_4,5A,TRES,2006,1,134,3,139,3,6,6,X,,,,,,-8,0,,,,,-8,,,,,,,,,,,,144,X,3,0,OTHER,,312162627,,,
,Unit_4_94A_2006_130,Ithaca,Unit_4,94A,TRES,2006,1,130,3,135,3,6,0,NL,,,,,152,2,6,,,,6,U4D2,,,,,,,,,,,,163,Failed,3,0,,NUL.0.000,217130223,,,
,Unit_5_1_2006_137,Ithaca,Unit_5,1,TRES,2006,1,137,3,,-8,4,4,U,,,,,,-8,0,,,,,-8,,,,,,,,,,,,143,U,2,0,,NUL.0.000,,,,
,Unit_5_2_2006_134,Ithaca,Unit_5,2,TRES,2006,1,134,3,139,3,6,0,NL,,,,,157,2,6,,,,6,D,,,,,,,,,,,,168,Failed,3,0,,NUL.0.000,,,,
,Unit_5_3_2006_149,Ithaca,Unit_5,3,TRES,2006,2,149,4,154,2,6,0,NL,,,,,168,3,6,,,,1,D,,,,,,,,,,,,188,Fledged,3,5,,NUL.0.000,,191123407,,
,Unit_5_3_2006_132,Ithaca,Unit_5,3,TRES,2006,1,132,3,138,3,7,7,U,,,,,,-8,0,,,,,-8,,,,,,,,,,,,143,U,2,0,,NUL.0.000,185145123,,,
,Unit_5_4_2006_133,Ithaca,Unit_5,4,TRES,2006,1,133,3,137,3,5,5,U1D4,,,,,,-8,0,,,,,-8,,,,,,,,,,,,143,Failed,2,0,,NUL.0.000,,,,
,Unit_5_4_2006_148,Ithaca,Unit_5,4,TRES,2006,2,148,4,152,2,5,0,NL,,,,,168,3,5,,,,0,NL,,,,,,,,,,,,185,Fledged,4,5,,NUL.0.000,,,,
,Unit_5_5_2006_134,Ithaca,Unit_5,5,TRES,2006,1,134,3,142,2,7,1,U,,,,,157,2,4,,,,0,NL,,,,,,,,,,,,181,Fledged,6,4,,NUL.0.000,211179661,,,altF-185146315 06/22/06
,Unit_5_6_2006_149,Ithaca,Unit_5,6,TRES,2006,1,149,4,153,2,5,5,X,,,,,,-8,0,,,,,-8,,,,,,,,,,,,160,X,0,0,,NUL.0.000,,,,
,Unit_5_7_2006_155,Ithaca,Unit_5,7,TRES,2006,1,155,2,159,3,5,0,NL,,,,,175,3,5,,,,5,D,,,,,,,,,,,,185,Failed,4,0,,NUL.0.000,,,,
,Unit_5_8_2006_129,Ithaca,Unit_5,8,TRES,2006,1,129,-9,134,3,6,0,NL,,,,,151,2,5,,,,0,NL,,,,,,,,,,,,172,Fledged,2,5,..,NUL.0.000,185145148,,,
,Unit_5_9_2006_135,Ithaca,Unit_5,9,TRES,2006,1,135,3,140,3,6,0,NL,,,,,157,2,6,,,,6,D,,,,,,,,,,,,163,Failed,2,0,,NUL.0.000,,,,
,Unit_5_11_2006_135,Ithaca,Unit_5,11,TRES,2006,1,135,3,139,3,5,0,NL,,,,,155,2,5,,,,2,D,,,,,,,,,,,,175,Fledged,3,3,,NUL.0.000,185145114,312188442,,
,Unit_5_12_2006_147,Ithaca,Unit_5,12,TRES,2006,1,147,4,151,2,5,0,NL,,,,,163,2,5,,,,0,NL,,,,,,,,,,,,185,Fledged,4,5,,NUL.0.000,312186229,,,
,Unit_5_14_2006_130,Ithaca,Unit_5,14,TRES,2006,1,130,3,135,3,6,6,U,,,,,,-8,0,,,,,-8,,,,,,,,,,,,141,U,0,0,,NUL.0.000,185142577,,,
,Unit_5_14_2006_148,Ithaca,Unit_5,14,TRES,2006,2,148,4,153,2,6,0,NL,,,,,165,2,6,,,,0,NL,,,,,,,,,,,,188,Fledged,3,6,,NUL.0.000,185142577,312190144,,
,Unit_5_15_2006_133,Ithaca,Unit_5,15,TRES,2006,1,133,3,138,3,6,0,NL,,,,,153,2,6,,,,1,D,,,,,,,,,,,,171,Fledged,1,5,,NUL.0.000,,,,
,Unit_5_16_2006_129,Ithaca,Unit_5,16,TRES,2006,1,129,-9,133,3,5,5,U,,,,,,-8,0,,,,,-8,,,,,,,,,,,,141,U,0,0,,NUL.0.000,312162626,,,
,Unit_5_16_2006_150,Ithaca,Unit_5,16,TRES,2006,2,150,2,154,2,5,1,U,,,,,168,3,4,,,,0,NL,,,,,,,,,,,,188,Fledged,3,4,,NUL.0.000,312190190,,,
,Unit_5_17_2006_130,Ithaca,Unit_5,17,TRES,2006,1,130,3,134,3,5,5,U,,,,,,-8,0,,,,,-8,,,,,,,,,,,,141,U,0,0,,NUL.0.000,185145814,,,
,Unit_5_17_2006_149,Ithaca,Unit_5,17,TRES,2006,2,149,4,153,2,5,0,NL,,,,,168,3,5,,,,0,NL,,,,,,,,,,,,188,Fledged,3,5,,NUL.0.000,185145814,185143986,,
,Unit_5_18_2006_134,Ithaca,Unit_5,18,TRES,2006,1,134,3,139,3,6,0,NL,,,,,155,2,6,,,,6,D,,,,,,,,,,,,163,Failed,2,0,,NUL.0.000,,,,
,Unit_5_20_2006_149,Ithaca,Unit_5,20,TRES,2006,2,149,4,154,2,5,0,NL,,,,,168,3,4,,,,0,NL,,,,,,,,,,,,188,Fledged,3,4,,NUL.0.000,185145101,191123339,,
,Unit_5_20_2006_130,Ithaca,Unit_5,20,TRES,2006,1,130,3,135,3,6,6,U,,,,,,-8,0,,,,,-8,,,,,,,,,,,,141,U,0,0,,NUL.0.000,185145101,,,
,Unit_5_21_2006_171,Ithaca,Unit_5,21,TRES,2006,2,171,2,176,6,5,1,U,,,,,192,4,3,,,,1,D,,,,,,,,,,,,211,Fledged,7,2,..,NUL.0.000,312187806,,,
,Unit_5_21_2006_134,Ithaca,Unit_5,21,TRES,2006,1,134,3,139,3,6,0,NL,,,,,155,2,4,,,,4,D,,,,,,,,,,,,163,Failed,2,0,,NUL.0.000,,,,
,Unit_5_22_2006_129,Ithaca,Unit_5,22,TRES,2006,1,129,-9,134,3,6,0,NL,,,,,149,4,6,,,,3,D,,,,,,,,,,,,171,Fledged,1,3,,NUL.0.000,,,,
,Unit_5_23_2006_134,Ithaca,Unit_5,23,TRES,2006,1,134,3,139,3,6,0,NL,,,,,155,2,6,,,,3,D,,,,,,,,,,,,181,Fledged,6,3,..,NUL.0.000,312191476,,,
,Unit_5_24_2006_132,Ithaca,Unit_5,24,TRES,2006,1,132,3,137,3,6,0,NL,,,,,151,2,6,,,,0,NL,,,,,,,,,,,,171,Fledged,1,6,,NUL.0.000,,,,
,Unit_6_2_2006_150,Ithaca,Unit_6,2,TRES,2006,1,150,3,153,3,4,0,NL,,,,,166,3,3,,,,1,U,,,,,,,,,,,,191,Fledged,4,2,,NUL.0.000,,,,
,Unit_6_3_2006_135,Ithaca,Unit_6,3,TRES,2006,1,135,3,139,3,5,0,NL,,,,,154,3,5,,,,1,U,,,,,,,,,,,,178,Fledged,9,4,,NUL.0.000,191104515,,,
,Unit_6_4_2006_165,Ithaca,Unit_6,4,TRES,2006,2,165,3,168,2,4,0,NL,,,,,184,6,4,,,,0,NL,,,,,,,,,,,,215,Fledged,24,4,,NUL.0.000,217131912,,,
,Unit_6_4_2006_127,Ithaca,Unit_6,4,TRES,2006,1,127,3,131,3,5,5,D,,,,,,-8,0,,,,,-8,,,,,,,,,,,,160,Failed,3,0,,NUL.0.000,217131912,,,
,Unit_6_5_2006_127,Ithaca,Unit_6,5,TRES,2006,1,127,3,134,3,7,1,H,,,,,154,3,6,,,,6,D,,,,,,,,,,,,163,Failed,3,0,,NUL.0.000,312163305,,,
,Unit_6_7_2006_136,Ithaca,Unit_6,7,TRES,2006,1,136,3,140,3,5,0,NL,,,,,160,3,5,,,,5,D,,,,,,,,,,,,163,Failed,3,0,,NUL.0.000,,,,
,Unit_6_7_2006_173,Ithaca,Unit_6,7,TRES,2006,2,173,13,179,6,5,0,NL,,,,,186,2,4,,,,0,T-1D1,,,,,,,,,,,,215,Fledged,14,4,BSENL,,312163306,,,
,Unit_6_8_2006_130,Ithaca,Unit_6,8,TRES,2006,1,130,3,135,3,6,0,NL,,,,,155,4,6,,,,6,D,,,,,,,,,,,,163,Failed,3,0,,NUL.0.000,312163306,,,
,Unit_6_9_2006_173,Ithaca,Unit_6,9,TRES,2006,2,173,13,176,13,4,,T,,,,,186,2,4,,,,,T,,,,,,,,,,,,215,Fledged,20,5,BSENL,,191124394,,,
,Unit_6_9_2006_134,Ithaca,Unit_6,9,TRES,2006,1,134,3,139,3,6,0,NL,,,,,157,2,6,,,,6,D,,,,,,,,,,,,163,Failed,3,0,,NUL.0.000,,,,
,Unit_6_10_2006_133,Ithaca,Unit_6,10,TRES,2006,1,133,3,137,3,5,0,NL,,,,,155,4,5,,,,5,D,,,,,,,,,,,,163,Failed,3,0,,NUL.0.000,312186506,,,
,Unit_6_10_2006_171,Ithaca,Unit_6,10,TRES,2006,2,171,9,175,3,5,0,NL,,,,,188,1,3,,,,1,D,,,,,,,,,,,,215,Fledged,20,2,,NUL.0.000,312186506,,,
,Unit_6_11_2006_170,Ithaca,Unit_6,11,TRES,2006,2,170,9,173,1,4,,T,,,,,186,2,4,,,,4,T3D1,,,,,,,,,,,,199,Failed,11,0,BSRED,,,,,
,Unit_6_11_2006_132,Ithaca,Unit_6,11,TRES,2006,1,132,3,137,3,5,0,NL,,,,,155,4,4,,,,4,D,,,,,,,,,,,,163,Failed,3,0,,NUL.0.000,191104305,,,
,Unit_6_12_2006_133,Ithaca,Unit_6,12,TRES,2006,1,133,3,136,3,4,4,D,,,,,,-8,0,,,,,-8,,,,,,,,,,,,142,Failed,3,0,,NUL.0.000,,,,
,Unit_6_12_2006_149,Ithaca,Unit_6,12,TRES,2006,2,149,3,153,4,5,0,NL,,,,,169,3,5,,,,1,D,,,,,,,,,,,,191,Fledged,13,4,,NUL.0.000,,,,
,Unit_6_13_2006_134,Ithaca,Unit_6,13,TRES,2006,1,134,3,139,3,6,0,NL,,,,,157,2,5,,,,0,NL,,,,,,,,,,,,178,Fledged,9,5,,NUL.0.000,,,,
,Unit_6_14_2006_151,Ithaca,Unit_6,14,TRES,2006,2,151,3,154,4,4,0,NL,,,,,169,3,4,,,,0,NL,,,,,,,,,,,,191,Fledged,15,4,,NUL.0.000,312116172,,,
,Unit_6_14_2006_137,Ithaca,Unit_6,14,TRES,2006,1,137,3,141,3,5,5,U,,,,,,-8,0,,,,,-8,,,,,,,,,,,,148,U,3,0,,NUL.0.000,,,,
,Unit_6_15_2006_133,Ithaca,Unit_6,15,TRES,2006,1,133,3,138,3,6,6,U9T-4D,,,,,,-8,0,,,,,-8,,,,,,,,,,,,157,Failed,2,0,,NUL.0.000,312163307,,,
,Unit_6_16_2006_154,Ithaca,Unit_6,16,TRES,2006,1,154,4,157,2,4,0,NL,,,,,173,1,3,,,,0,NL,,,,,,,,,,,,215,Fledged,24,3,,NUL.0.000,312116173,,,
,Unit_6_17_2006_150,Ithaca,Unit_6,17,TRES,2006,2,150,4,153,4,4,1,U1,,,,,171,1,2,,,,0,NL,,,,,,,,,,,,188,Fledged,7,2,,NUL.0.000,191123698,,,
,Unit_6_17_2006_134,Ithaca,Unit_6,17,TRES,2006,1,134,3,139,3,6,,T-4U1,,,,,172,3,2,,,,0,NL,,,,,,,,,,,,191,Fledged,7,2,,NUL.0.000,191123698,,,
,Unit_6_18_2006_135,Ithaca,Unit_6,18,TRES,2006,1,135,3,140,3,6,0,NL,,,,,157,2,6,,,,1,D,,,,,,,,,,,,184,Fledged,6,5,,NUL.0.000,,,,
,Unit_6_19_2006_136,Ithaca,Unit_6,19,TRES,2006,1,136,3,140,3,5,5,D,,,,,,-8,0,,,,,-8,,,,,,,,,,,,145,Failed,3,0,,NUL.0.000,,,,
,Unit_6_20_2006_132,Ithaca,Unit_6,20,TRES,2006,1,132,3,137,3,6,0,NL,,,,,155,4,6,,,,6,D,,,,,,,,,,,,163,Failed,3,0,,NUL.0.000,312190323,,,
,Unit_6_21_2006_131,Ithaca,Unit_6,21,TRES,2006,1,131,3,136,3,6,0,NL,,,,,155,4,6,,,,6,D,,,,,,,,,,,,163,Failed,3,0,,NUL.0.000,312163308,,,
,Unit_6_22_2006_138,Ithaca,Unit_6,22,TRES,2006,1,138,3,142,3,5,0,NL,,,,,160,3,5,,,,1,U,,,,,,,,,,,,184,Fledged,6,4,,NUL.0.000,,,,
,Unit_6_23_2006_132,Ithaca,Unit_6,23,TRES,2006,1,132,3,140,3,6,0,NL,,,,,155,4,6,,,,6,D,,,,,,,,,,,,163,Failed,3,0,,NUL.0.000,,,,
,Unit_6_24_2006_131,Ithaca,Unit_6,24,TRES,2006,1,131,3,136,3,6,6,D,,,,,,-8,0,,,,,-8,,,,,,,,,,,,142,Failed,3,0,,NUL.0.000,,,,
,Unit_6_24_2006_152,Ithaca,Unit_6,24,TRES,2006,2,152,4,157,2,6,0,NL,,,,,172,1,6,,,,0,NL,,,,,,,,,,,,215,Fledged,24,6,,NUL.0.000,,,,
,Unit_6_25_2006_160,Ithaca,Unit_6,25,TRES,2006,2,160,3,161,3,2,2,D,,,,,,-8,0,,,,,-8,,,,,,,,,,,,169,Failed,3,0,,NUL.0.000,185142331,,,
,Unit_6_25_2006_176,Ithaca,Unit_6,25,TRES,2006,3,176,7,179,1,4,0,NL,,,,,193,2,3,,,,0,NL,,,,,,,,,,,,215,Fledged,15,3,,NUL.0.000,,,,
,Unit_6_25_2006_134,Ithaca,Unit_6,25,TRES,2006,1,134,3,139,3,6,6,X,,,,,,-8,0,,,,,-8,,,,,,,,,,,,153,X,0,0,COLLECT,,185142331,,,
,Unit_6_26_2006_163,Ithaca,Unit_6,26,TRES,2006,2,163,3,,-8,1,1,U,,,,,,-8,0,,,,,-8,,,,,,,,,,,,166,U,3,0,,NUL.0.000,,,,
,Unit_6_26_2006_168,Ithaca,Unit_6,26,TRES,2006,3,168,3,171,2,4,,T,,,,,186,2,4,,,,2,T-1D3,,,,,,,,,,,,215,Fledged,20,2,BSENL,,191123104,,,
,Unit_6_26_2006_126,Ithaca,Unit_6,26,TRES,2006,1,126,3,131,3,6,0,NL,,,,,148,3,5,,,,5,D,,,,,,,,,,,,157,Failed,2,0,,NUL.0.000,191123104,,,
,Unit_6_28_2006_132,Ithaca,Unit_6,28,TRES,2006,1,132,3,142,3,6,6,D,,,,,,-8,0,,,,,-8,,,,,,,,,,,,145,Failed,3,0,,NUL.0.000,,,,
,Unit_6_29_2006_133,Ithaca,Unit_6,29,TRES,2006,1,133,3,137,3,5,,T,,,,,155,2,5,,,,5,D,,,,,,,,,,,,163,Failed,3,0,OTHER,,312186511,,,
,Unit_6_30_2006_135,Ithaca,Unit_6,30,TRES,2006,1,135,3,142,3,7,7,T,,,,,,-8,0,,,,,-8,,,,,,,,,,,,153,X,0,0,COLLECT,,191123117,,,
,Unit_6_32_2006_150,Ithaca,Unit_6,32,TRES,2006,2,150,3,154,4,5,0,NL,,,,,169,3,5,,,,0,NL,,,,,,,,,,,,191,Fledged,11,5,,NUL.0.000,,,,
,Unit_6_33_2006_172,Ithaca,Unit_6,33,TRES,2006,2,172,9,175,3,3,,T,,,,,188,1,1,,,,0,NL,,,,,,,,,,,,215,Fledged,20,1,OTHER,,191123105,,,
,Unit_6_33_2006_131,Ithaca,Unit_6,33,TRES,2006,1,131,3,135,3,5,0,NL,,,,,155,4,4,,,,4,D,,,,,,,,,,,,163,Failed,3,0,,NUL.0.000,191123105,,,
,Unit_6_34_2006_134,Ithaca,Unit_6,34,TRES,2006,1,134,3,139,3,6,0,NL,,,,,155,4,6,,,,6,D,,,,,,,,,,,,163,Failed,6,0,,NUL.0.000,,,,
,Unit_6_35_2006_150,Ithaca,Unit_6,35,TRES,2006,2,150,3,154,4,5,0,NL,,,,,169,3,5,,,,0,NL,,,,,,,,,,,,191,Fledged,10,5,,NUL.0.000,,,,
,Unit_6_35_2006_133,Ithaca,Unit_6,35,TRES,2006,1,133,3,,-8,6,6,D,,,,,,-8,0,,,,,-8,,,,,,,,,,,,142,Failed,3,0,,NUL.0.000,,,,
,Unit_6_36_2006_142,Ithaca,Unit_6,36,TRES,2006,1,142,3,151,3,6,6,X,,,,,,-8,0,,,,,-8,,,,,,,,,,,,153,X,0,0,COLLECT,,185145129,,,
,Unit_6_37_2006_136,Ithaca,Unit_6,37,TRES,2006,1,136,3,140,3,5,5,D,,,,,,-8,0,,,,,-8,,,,,,,,,,,,145,Failed,3,0,,NUL.0.000,,,,
,Unit_6_37_2006_151,Ithaca,Unit_6,37,TRES,2006,2,151,3,156,2,6,0,NL,,,,,172,3,6,,,,2,D,,,,,,,,,,,,215,Fledged,27,4,,NUL.0.000,167184072,,,
,Unit_6_38_2006_161,Ithaca,Unit_6,38,TRES,2006,1,161,3,164,3,4,0,NL,,,,,178,2,3,,,,2,T,,,,,,,,,,,,215,Fledged,26,1,BSRED,,185145140,,,
,Unit_6_39_2006_131,Ithaca,Unit_6,39,TRES,2006,1,131,3,136,3,6,0,NL,,,,,155,4,6,,,,6,D,,,,,,,,,,,,163,Failed,6,0,,NUL.0.000,,,,
