ID,nest_key,location,site,nest,species,exp_year,attempt_num,clutch_init_doy,ci_last_checked,clutch_comp_doy,cc_last_checked,clutch_size,egg_loss_num,egg_loss_reason,egg_loss_doy,incubation_failure,inc_fail_doy,eggs_swapped,hatch_doy,hd_last_checked,brood_size_hatching,day6_brood_mass,brood_size_day6,chick_loss_incid1_doy,chick_loss1_num_lost,chick_loss1_reason,chick_loss_incid2_doy,chick_loss2_num_lost,chick_loss2_reason,chick_loss_incid3_doy,chick_loss3_num_lost,chick_loss3_reason,chick_loss_incid4_doy,chick_loss4_num_lost,chick_loss4_reason,chick_abandon_female,chick_abandon_male,nest_fate_doy,nest_fate,nf_last_checked,num_fledged,nest_experiment,nest_treatment,female_id,male_id,fecal_sample_nb,nest_notes
,Unit_1_5_1986_134,Ithaca,Unit_1,5,TRES,1986,1,134,2,138,1,5,5,D,,,,,,-8,0,,,,,-8,,,,,,,,,,,,145,Failed,3,0,,NUL.0.000,203040163,,,
,Unit_1_8_1986_135,Ithaca,Unit_1,8,TRES,1986,1,135,2,139,2,5,2,X,,,,,154,3,3,,,,2,D,,,,,,,,,,,,177,Fledged,9,1,E,MAN.3.041,,,,
,Unit_1_10_1986_135,Ithaca,Unit_1,10,TRES,1986,1,135,2,140,2,6,0,NL,,,,,154,9,6,,,,1,D,,,,,,,,,,,,176,Fledged,7,5,C,CON.0.041,,203040180,,
,Unit_1_11_1986_137,Ithaca,Unit_1,11,TRES,1986,1,137,2,141,1,5,0,NL,,,,,155,3,2,,,,0,NL,,,,,,,,,,,,177,Fledged,7,2,,NUL.0.000,,203040165,,
,Unit_1_12_1986_136,Ithaca,Unit_1,12,TRES,1986,1,136,1,141,1,6,0,NL,,,,,154,3,6,,,,3,X,,,,,,,,,,,,175,Fledged,5,3,L,MAN.1.041,203040183,,,
,Unit_1_15_1986_140,Ithaca,Unit_1,15,TRES,1986,1,140,1,144,1,5,2,X,,,,,158,6,3,,,,0,NL,,,,,,,,,,,,177,Fledged,4,3,E,MAN.3.041,203040265,,,
,Unit_1_17_1986_137,Ithaca,Unit_1,17,TRES,1986,1,137,1,140,1,4,0,NL,,,,,155,1,3,,,,0,NL,,,,,,,,,,,,175,Fledged,6,3,,NUL.0.000,,203040167,,
,Unit_1_21_1986_137,Ithaca,Unit_1,21,TRES,1986,1,137,1,142,2,6,0,NL,,,,,156,4,5,,,,2,X,,,,,,,,,,,,175,Fledged,4,3,L,MAN.1.041,,203040141,,
,Unit_1_22_1986_138,Ithaca,Unit_1,22,TRES,1986,1,138,1,142,2,5,0,NL,,,,,156,4,5,,,,0,NL,,,,,,,,,,,,179,Fledged,8,5,C,CON.0.041,,203040147,,
,Unit_1_25_1986_136,Ithaca,Unit_1,25,TRES,1986,1,136,1,141,2,6,0,NL,,,,,155,1,6,,,,6,D,,,,,,,,,,,,173,Failed,3,0,,NUL.0.000,,,,
,Unit_1_26_1986_151,Ithaca,Unit_1,26,TRES,1986,1,151,6,154,3,4,0,NL,,,,,168,5,4,,,,,-9,,,,,,,,,,,,,UF,-8,,,NUL.0.000,,,,
,Unit_1_27_1986_135,Ithaca,Unit_1,27,TRES,1986,1,135,2,140,2,6,3,X,,,,,154,3,3,,,,0,NL,,,,,,,,,,,,175,Fledged,6,3,E,MAN.3.041,,203040175,,
,Unit_1_30_1986_142,Ithaca,Unit_1,30,TRES,1986,1,142,2,145,1,4,0,NL,,,,,159,7,3,,,,,-9,,,,,,,,,,,,,UF,-8,,,NUL.0.000,203040166,,,
,Unit_1_33_1986_134,Ithaca,Unit_1,33,TRES,1986,1,134,7,139,2,6,6,X3D3,,,,,,-8,0,,,,,-8,,,,,,,,,,,,145,Failed,2,0,E,MAN.3.041,,,,
,Unit_1_35_1986_137,Ithaca,Unit_1,35,TRES,1986,1,137,2,142,2,6,0,NL,,,,,156,4,6,,,,5,X2D3,,,,,,,,,,,,178,Fledged,7,1,L,MAN.1.041,203040200,,,
,Unit_1_36_1986_134,Ithaca,Unit_1,36,TRES,1986,1,134,7,139,2,6,0,NL,,,,,155,4,5,,,,3,X,,,,,,,,,,,,175,Fledged,2,2,L,MAN.1.041,203040169,,,
,Unit_1_37_1986_139,Ithaca,Unit_1,37,TRES,1986,1,139,1,143,1,5,0,NL,,,,,157,5,4,,,,2,X,,,,,,,,,,,,176,Fledged,4,2,L,MAN.1.041,,203040242,,
,Unit_1_38_1986_165,Ithaca,Unit_1,38,TRES,1986,1,165,6,168,6,4,,-9,,,,,,-8,,,,,,-9,,,,,,,,,,,,,Fledged,-8,,,NUL.0.000,,,,
,Unit_1_45_1986_138,Ithaca,Unit_1,45,TRES,1986,1,138,1,143,1,6,3,X,,,,,157,5,3,,,,0,NL,,,,,,,,,,,,176,Fledged,4,3,E,MAN.3.041,203040102,,,
,Unit_1_55_1986_150,Ithaca,Unit_1,55,TRES,1986,1,150,6,154,3,5,0,NL,,,,,168,6,5,,,,5,D,,,,,,,,,,,,177,Failed,4,0,,NUL.0.000,,,,
,Unit_1_59_1986_136,Ithaca,Unit_1,59,TRES,1986,1,136,1,141,2,6,0,NL,,,,,155,3,6,,,,4,D,,,,,,,,,,,,177,Fledged,6,2,C,CON.0.041,203040184,,,
,Unit_1_60_1986_136,Ithaca,Unit_1,60,TRES,1986,1,136,1,140,1,5,0,NL,,,,,154,3,5,,,,2,X,,,,,,,,,,,,174,Fledged,5,3,L,MAN.1.041,203040111,,,
,Unit_1_65_1986_135,Ithaca,Unit_1,65,TRES,1986,1,135,2,140,2,6,0,NL,,,,,155,1,6,,,,3,X,,,,,,,,,,,,175,Fledged,6,3,L,MAN.1.041,203040152,203040185,,
,Unit_1_66_1986_138,Ithaca,Unit_1,66,TRES,1986,1,138,3,142,2,5,0,NL,,,,,156,4,5,,,,2,D,,,,,,,,,,,,178,Fledged,7,3,C,CON.0.0041,,203040201,,
,Unit_1_68_1986_138,Ithaca,Unit_1,68,TRES,1986,1,138,1,143,1,6,0,NL,,,,,157,6,5,,,,0,NL,,,,,,,,,,,,177,Fledged,5,5,C,CON.0.041,,203040264,,
,Unit_1_69_1986_140,Ithaca,Unit_1,69,TRES,1986,1,140,1,144,1,5,2,X,,,,,158,6,2,,,,0,NL,,,,,,,,,,,,177,Fledged,4,2,E,MAN.3.041,,,,
,Unit_1_75_1986_139,Ithaca,Unit_1,75,TRES,1986,1,139,1,143,1,5,2,U,,,,,157,5,3,,,,3,T-3D6,,,,,,,,,,,,172,Failed,1,0,R,MAN.1.000,203040164,,,
,Unit_1_77_1986_136,Ithaca,Unit_1,77,TRES,1986,1,136,1,140,1,5,0,NL,,,,,154,3,5,,,,5,D,,,,,,,,,,,,169,Failed,1,0,C,CON.0.041,,203040153,,
,Unit_1_80_1986_138,Ithaca,Unit_1,80,TRES,1986,1,138,1,142,2,5,1,H,,,,,156,4,4,,,,2,D,,,,,,,,,,,,180,Fledged,9,2,C,CON.0.041,203040243,,,
,Unit_1_81_1986_132,Ithaca,Unit_1,81,TRES,1986,1,132,7,136,1,5,5,D,,,,,,-8,0,,,,,-8,,,,,,,,,,,,145,Failed,3,0,,NUL.0.000,203040162,,,
,Unit_1_82_1986_154,Ithaca,Unit_1,82,TRES,1986,1,154,4,158,7,5,0,NL,,,,,172,10,4,,,,,-9,,,,,,,,,,,,,UF,-8,,,NUL.0.000,,,,
,Unit_1_83_1986_134,Ithaca,Unit_1,83,TRES,1986,1,134,2,138,2,6,3,X,,,,,154,3,3,,,,1,D,,,,,,,,,,,,175,Fledged,8,2,E,MAN.3.041,,203040171,,
,Unit_1_85_1986_135,Ithaca,Unit_1,85,TRES,1986,1,135,2,139,1,5,2,X,,,,,154,3,2,,,,0,NL,,,,,,,,,,,,175,Fledged,7,2,E,MAN.3.041,,203040172,,
,Unit_1_87_1986_140,Ithaca,Unit_1,87,TRES,1986,1,140,1,142,2,3,0,NL,,,,,156,4,3,,,,,T,,,,,,,,,,,,175,Fledged,4,6,R,MAN.1.041,200055300,203040168,,
,Unit_1_90_1986_135,Ithaca,Unit_1,90,TRES,1986,1,135,2,140,2,6,3,X,,,,,154,3,3,,,,0,NL,,,,,,,,,,,,176,Fledged,7,3,E,MAN.3.041,,203040115,,
,Unit_1_91_1986_136,Ithaca,Unit_1,91,TRES,1986,1,136,1,142,2,6,0,NL,,,,,156,4,5,,,,3,X,,,,,,,,,,,,177,Fledged,6,2,L,MAN.1.041,203040244,,,
,Unit_1_104_1986_134,Ithaca,Unit_1,104,TRES,1986,1,134,2,139,1,6,3,X,,,,,154,3,3,,,,1,D,,,,,,,,,,,,178,Fledged,10,2,E,MAN.3.041,203040170,,,
,Unit_1_5_1987_136,Ithaca,Unit_1,5,TRES,1987,1,136,2,140,1,5,0,NL,,,,,155,1,3,,,,0,NL,,,,,,,,,,,,,Fledged,-8,3,C,CON.0.041,203040911,,,
,Unit_1_8_1987_133,Ithaca,Unit_1,8,TRES,1987,1,133,2,138,1,6,0,NL,,,,,152,1,5,,,,2,T,,,,,,,,,,,,171,Fledged,1,3,L,MAN.1.041,203040345,203040419,,
,Unit_1_9_1987_139,Ithaca,Unit_1,9,TRES,1987,2,139,2,143,1,5,0,NL,,,,,157,3,5,,,,0,NL,,,,,,,,,,,,,Fledged,-8,5,C,CON.0.041,203040485,203040336,,
,Unit_1_9_1987_132,Ithaca,Unit_1,9,TRES,1987,1,132,2,137,1,6,6,X3D3,,,,,,-8,0,,,,,-8,,,,,,,,,,,,146,Failed,4,0,E,MAN.3.041,,,,
,Unit_1_10_1987_147,Ithaca,Unit_1,10,TRES,1987,2,147,5,151,1,5,2,X,,,,,165,2,2,,,,0,NL,,,,,,,,,,,,185,Fledged,8,2,E,MAN.3.041,203040324,203040180,,
,Unit_1_10_1987_132,Ithaca,Unit_1,10,TRES,1987,1,132,2,138,1,7,0,NL,,,,,153,1,5,,,,2,T,,,,,,,,,,,,173,Fledged,8,3,L,MAN.1.041,203040344,203040418,,
,Unit_1_12_1987_137,Ithaca,Unit_1,12,TRES,1987,1,137,2,140,1,4,0,NL,,,,,155,1,4,,,,,T,,,,,,,,,,,,175,Fledged,1,6,R,MAN.1.041,203040265,203040912,,
,Unit_1_19_1987_135,Ithaca,Unit_1,19,TRES,1987,1,135,2,139,1,5,2,X,,,,,154,1,3,,,,0,NL,,,,,,,,,,,,174,Fledged,1,3,E,MAN.3.041,203040166,203040430,,
,Unit_1_21_1987_134,Ithaca,Unit_1,21,TRES,1987,1,134,2,139,1,6,0,NL,,,,,154,1,6,,,,0,NL,,,,,,,,,,,,,Fledged,-8,6,C,CON.0.041,203040352,203040433,,
,Unit_1_22_1987_136,Ithaca,Unit_1,22,TRES,1987,1,136,2,140,1,5,0,NL,,,,,154,3,4,,,,2,T,,,,,,,,,,,,175,Fledged,1,2,L,MAN.1.041,,203040431,,
,Unit_1_24_1987_133,Ithaca,Unit_1,24,TRES,1987,1,133,2,138,1,6,0,NL,,,,,152,1,6,,,,0,NL,,,,,,,,,,,,173,Fledged,1,6,C,CON.0.041,203040346,203040141,,
,Unit_1_27_1987_133,Ithaca,Unit_1,27,TRES,1987,1,133,2,137,1,5,0,NL,,,,,151,3,4,,,,0,NL,,,,,,,,,,,,172,Fledged,1,4,C,CON.0.041,203040341,203040175,,
,Unit_1_28_1987_131,Ithaca,Unit_1,28,TRES,1987,1,131,2,136,1,6,6,X3D3,,,,,,-8,0,,,,,-8,,,,,,,,,,,,148,Failed,6,0,E,MAN.3.041,96012013,,,
,Unit_1_30_1987_139,Ithaca,Unit_1,30,TRES,1987,1,139,2,143,1,5,0,NL,,,,,157,3,4,,,,2,T,,,,,,,,,,,,,Fledged,-8,2,L,MAN.1.041,203040335,203040337,,
,Unit_1_32_1987_138,Ithaca,Unit_1,32,TRES,1987,1,138,2,143,1,6,0,NL,,,,,158,1,6,,,,,T-2D1,,,,,,,,,,,,182,Fledged,2,7,R,MAN.1.041,203040188,,,
,Unit_1_33_1987_135,Ithaca,Unit_1,33,TRES,1987,1,135,2,139,1,5,5,D,,,,,,-8,0,,,,,-8,,,,,,,,,,,,148,Failed,6,0,,NUL.0.000,203040184,,,
,Unit_1_35_1987_146,Ithaca,Unit_1,35,TRES,1987,1,146,1,150,1,5,0,NL,,,,,163,3,5,,,,1,D,,,,,,,,,,,,184,Fledged,1,4,C,CON.0.041,203040223,203040921,,
,Unit_1_36_1987_158,Ithaca,Unit_1,36,TRES,1987,1,158,6,162,1,5,0,NL,,,,,175,4,5,,,,0,NL,,,,,,,,,,,,197,Fledged,12,5,C,CON.0.041,,203040971,,
,Unit_1_41_1987_156,Ithaca,Unit_1,41,TRES,1987,3,156,3,161,3,5,0,NL,,,,,173,0,5,,,,0,T3T-3,,,,,,,,,,,,197,Fledged,1,5,R,MAN.1.041,203040967,203040329,,
,Unit_1_42_1987_143,Ithaca,Unit_1,42,TRES,1987,1,143,2,146,1,4,4,D,,,,,,-8,0,,,,,-8,,,,,,,,,,,,148,Failed,1,0,,NUL.0.000,,,,
,Unit_1_45_1987_132,Ithaca,Unit_1,45,TRES,1987,1,132,2,136,1,5,0,NL,,,,,151,1,4,,,,0,NL,,,,,,,,,,,,170,Fledged,6,4,C,CON.0.041,203040170,203040275,,
,Unit_1_48_1987_134,Ithaca,Unit_1,48,TRES,1987,1,134,2,138,1,5,1,U,,,,,153,1,4,,,,2,U3T-1,,,,,,,,,,,,,Fledged,-8,2,R,MAN.1.041,203040347,203040167,,
,Unit_1_59_1987_135,Ithaca,Unit_1,59,TRES,1987,1,135,2,141,1,7,0,NL,,,,,155,1,7,,,,1,D,,,,,,,,,,,,,Fledged,-8,6,C,CON.0.041,,203040328,,
,Unit_1_60_1987_135,Ithaca,Unit_1,60,TRES,1987,1,135,2,140,1,6,3,X,,,,,154,3,3,,,,0,NL,,,,,,,,,,,,173,Fledged,7,3,E,MAN.3.041,203040102,203040432,,
,Unit_1_63_1987_138,Ithaca,Unit_1,63,TRES,1987,1,138,2,142,1,5,2,X,,,,,157,1,3,,,,0,NL,,,,,,,,,,,,176,Fledged,7,3,E,MAN.3.041,203040486,203040246,,
,Unit_1_65_1987_130,Ithaca,Unit_1,65,TRES,1987,1,130,2,135,2,6,3,X,,,,,150,1,3,,,,0,NL,,,,,,,,,,,,,Fledged,-8,3,E,MAN.3.041,203040169,,,
,Unit_1_66_1987_156,Ithaca,Unit_1,66,TRES,1987,2,156,3,160,1,5,5,D,,,,,,-8,0,,,,,-8,,,,,,,,,,,,167,Failed,2,0,,NUL.0.000,,,,
,Unit_1_66_1987_132,Ithaca,Unit_1,66,TRES,1987,1,132,2,137,1,6,6,X3D3,,,,,,-8,0,,,,,-8,,,,,,,,,,,,148,Failed,6,0,E,MAN.3.041,203040340,203040201,,
,Unit_1_67_1987_141,Ithaca,Unit_1,67,TRES,1987,1,141,2,143,1,3,0,NL,,,,,159,1,3,,,,,T-3D1,,,,,,,,,,,,179,Fledged,1,5,R,MAN.1.041,203040269,,,
,Unit_1_68_1987_133,Ithaca,Unit_1,68,TRES,1987,1,133,2,138,1,6,0,NL,,,,,152,1,6,,,,3,T,,,,,,,,,,,,172,Fledged,1,3,L,MAN.1.041,203040334,,,
,Unit_1_70_1987_132,Ithaca,Unit_1,70,TRES,1987,1,132,2,137,1,6,6,D,,,,,,-8,0,,,,,-8,,,,,,,,,,,,148,Failed,6,0,,NUL.0.000,,,,
,Unit_1_70_1987_153,Ithaca,Unit_1,70,TRES,1987,2,153,6,158,1,6,0,NL,,,,,172,5,6,,,,0,T3T-3,,,,,,,,,,,,192,Fledged,1,6,L,MAN.1.041,,,,
,Unit_1_72_1987_152,Ithaca,Unit_1,72,TRES,1987,1,152,3,156,1,5,0,NL,,,,,171,1,4,,,,4,U1D3,,,,,,,,,,,,184,Failed,3,0,,NUL.0.000,,203040291,,
,Unit_1_73_1987_135,Ithaca,Unit_1,73,TRES,1987,1,135,2,140,1,6,0,NL,,,,,154,3,5,,,,,T,,,,,,,,,,,,175,Fledged,1,7,R,MAN.1.041,203040904,203040500,,
,Unit_1_74_1987_133,Ithaca,Unit_1,74,TRES,1987,1,133,2,138,1,6,6,X3D3,,,,,,-8,0,,,,,-8,,,,,,,,,,,,148,Failed,1,0,E,MAN.3.041,203040348,,,
,Unit_1_75_1987_158,Ithaca,Unit_1,75,TRES,1987,1,158,3,162,1,5,2,X,,,,,176,9,3,,,,0,T3T-3,,,,,,,,,,,,195,Fledged,1,3,R,MAN.1.041,,201139958,,
,Unit_1_76_1987_132,Ithaca,Unit_1,76,TRES,1987,1,132,2,137,2,6,0,NL,,,,,151,3,3,,,,,T-4D1,,,,,,,,,,,,173,Fledged,1,6,R,MAN.1.041,203040343,,,
,Unit_1_77_1987_142,Ithaca,Unit_1,77,TRES,1987,1,142,1,,-8,3,3,D,,,,,,-8,0,,,,,-8,,,,,,,,,,,,145,Failed,1,0,,NUL.0.000,,,,
,Unit_1_77_1987_154,Ithaca,Unit_1,77,TRES,1987,2,154,3,159,1,6,1,H,,,,,173,6,5,,,,5,D,,,,,,,,,,,,178,Failed,3,0,,NUL.0.000,,,,
,Unit_1_78_1987_138,Ithaca,Unit_1,78,TRES,1987,1,138,2,143,1,6,0,NL,,,,,158,1,6,,,,3,T,,,,,,,,,,,,179,Fledged,1,3,L,MAN.1.041,203040237,203051966,,
,Unit_1_79_1987_135,Ithaca,Unit_1,79,TRES,1987,1,135,2,140,1,6,3,X,,,,,154,3,3,,,,0,NL,,,,,,,,,,,,174,Fledged,1,3,E,MAN.3.041,203040333,,,
,Unit_1_81_1987_132,Ithaca,Unit_1,81,TRES,1987,1,132,2,138,1,7,4,X,,,,,152,1,3,,,,0,NL,,,,,,,,,,,,171,Fledged,1,3,E,MAN.3.041,203040200,203040401,,
,Unit_1_82_1987_135,Ithaca,Unit_1,82,TRES,1987,1,135,2,140,1,6,0,NL,,,,,155,1,6,,,,3,T2D1,,,,,,,,,,,,,Fledged,-8,3,L,MAN.1.041,203040331,,,
,Unit_1_83_1987_128,Ithaca,Unit_1,83,TRES,1987,1,128,2,133,1,6,0,NL,,,,,147,5,6,,,,3,X,,,,,,,,,,,,167,Fledged,8,3,L,MAN.1.041,,,,
,Unit_1_84_1987_132,Ithaca,Unit_1,84,TRES,1987,1,132,2,137,1,7,0,NL,,,,,151,3,7,,,,1,D,,,,,,,,,,,,174,Fledged,1,6,C,CON.0.041,203040342,203040399,,
,Unit_1_85_1987_134,Ithaca,Unit_1,85,TRES,1987,1,134,2,139,2,6,6,D,,,,,,-8,0,,,,,-8,,,,,,,,,,,,148,Failed,6,0,,NUL.0.000,203040349,,,
,Unit_1_86_1987_128,Ithaca,Unit_1,86,TRES,1987,1,128,2,133,1,6,0,NL,,,,,147,5,6,,,,6,D,,,,,,,,,,,,161,Failed,2,0,C,CON.0.041,,,,
,Unit_1_87_1987_161,Ithaca,Unit_1,87,TRES,1987,2,161,3,164,1,4,0,NL,,,,,178,11,4,,,,3,D,,,,,,,,,,,,198,Fledged,1,1,,NUL.0.000,,203040305,,
,Unit_1_87_1987_132,Ithaca,Unit_1,87,TRES,1987,1,132,2,136,1,5,5,X2D3,,,,,,-8,0,,,,,-8,,,,,,,,,,,,141,Failed,1,0,E,MAN.3.041,,,,
,Unit_1_88_1987_132,Ithaca,Unit_1,88,TRES,1987,1,132,2,137,1,6,6,D,,,,,,-8,0,,,,,-8,,,,,,,,,,,,148,Failed,6,0,,NUL.0.000,203040339,,,
,Unit_1_89_1987_147,Ithaca,Unit_1,89,TRES,1987,1,147,5,151,1,5,5,X2D3,,,,,,-8,0,,,,,-8,,,,,,,,,,,,157,Failed,3,0,E,MAN.3.041,,,,
,Unit_1_91_1987_146,Ithaca,Unit_1,91,TRES,1987,1,146,1,150,1,5,2,X,,,,,164,1,3,,,,0,NL,,,,,,,,,,,,184,Fledged,1,3,E,MAN.3.041,203040243,203040920,,
,Unit_1_92_1987_131,Ithaca,Unit_1,92,TRES,1987,1,131,2,136,1,6,6,D,,,,,,-8,0,,,,,-8,,,,,,,,,,,,148,Failed,6,0,,NUL.0.000,203040338,,,
,Unit_1_93_1987_153,Ithaca,Unit_1,93,TRES,1987,1,153,3,157,3,5,0,NL,,,,,171,8,5,,,,0,NL,,,,,,,,,,,,193,Fledged,1,5,,NUL.0.000,203040338,203040115,,
,Unit_1_94_1987_137,Ithaca,Unit_1,94,TRES,1987,1,137,2,141,2,5,2,X,,,,,156,2,3,,,,0,NL,,,,,,,,,,,,,Fledged,-8,3,E,MAN.3.041,203040917,203040484,,
,Unit_1_95_1987_134,Ithaca,Unit_1,95,TRES,1987,1,134,2,139,1,6,0,NL,,,,,154,3,6,,,,6,D,,,,,,,,,,,,161,Failed,3,0,,NUL.0.000,203040350,,,
,Unit_1_98_1987_138,Ithaca,Unit_1,98,TRES,1987,1,138,2,141,1,4,0,NL,,,,,155,1,4,,,,,T,,,,,,,,,,,,,Fledged,-8,6,R,MAN.1.041,203040910,203040499,,
,Unit_1_99_1987_142,Ithaca,Unit_1,99,TRES,1987,1,142,1,148,1,7,4,X,,,,,162,2,3,,,,0,NL,,,,,,,,,,,,181,Fledged,1,3,E,MAN.3.041,203040931,203040919,,
,Unit_1_104_1987_153,Ithaca,Unit_1,104,TRES,1987,2,153,3,157,3,5,0,NL,,,,,171,4,5,,,,0,NL,,,,,,,,,,,,190,Fledged,1,5,,NUL.0.000,203040339,203040168,,
,Unit_1_105_1987_142,Ithaca,Unit_1,105,TRES,1987,1,142,1,146,2,5,0,NL,,,,,160,7,5,,,,1,D,,,,,,,,,,,,181,Fledged,1,4,,NUL.0.000,203040924,203040918,,
,Unit_1_5_1988_138,Ithaca,Unit_1,5,TRES,1988,1,138,1,143,1,2,0,NL,,,,,167,7,1,,,,0,NL,,,,,,,,,,,,177,Fledged,1,1,,NUL.0.000,CU511988F,CU511988M,,
,Unit_1_6_1988_139,Ithaca,Unit_1,6,TRES,1988,1,139,1,143,1,5,0,NL,,,,,157,1,5,,,,4,X1U2D1,,,,,,,,,,,,180,Fledged,1,1,L,MAN.1.041,203040666,CU611988M,,
,Unit_1_7_1988_140,Ithaca,Unit_1,7,TRES,1988,2,140,1,144,1,5,5,X4D1,,,,,,-8,0,,,,,-8,,,,,,,,,,,,148,Failed,1,0,E,MAN.3.041,CU211988F,203040547,,
,Unit_1_7_1988_136,Ithaca,Unit_1,7,TRES,1988,1,136,1,141,1,6,0,NL,,,,,155,1,6,,,,0,NL,,,,,,,,,,,,178,Fledged,1,6,L,MAN.1.041,203040339,203040770,,
,Unit_1_8_1988_140,Ithaca,Unit_1,8,TRES,1988,1,140,1,143,1,4,0,NL,,,,,158,1,4,,,,3,U,,,,,,,,,,,,189,Fledged,8,1,,NUL.0.000,203040667,CU811988M,,
,Unit_1_8_1988_152,Ithaca,Unit_1,8,TRES,1988,2,152,1,157,1,6,0,NL,,,,,171,1,5,,,,5,U1D4,,,,,,,,,,,,180,Failed,4,0,,NUL.0.000,203040685,203040435,,
,Unit_1_9_1988_141,Ithaca,Unit_1,9,TRES,1988,2,141,1,145,1,5,0,NL,,,,,160,1,4,,,,3,T3T-1D,,,,,,,,,,,,180,Fledged,1,1,L,MAN.1.041,203040669,203040681,,
,Unit_1_9_1988_137,Ithaca,Unit_1,9,TRES,1988,1,137,2,142,1,6,0,NL,,,,,158,1,2,,,,0,NL,,,,,,,,,,,,179,Fledged,5,2,,NUL.0.000,201139911,203040180,,
,Unit_1_10_1988_143,Ithaca,Unit_1,10,TRES,1988,1,143,1,147,1,5,5,D,,,,,,-8,0,,,,,-8,,,,,,,,,,,,,Failed,-8,0,C,CON.0.000,203040672,CU1211988M,,
,Unit_1_12_1988_135,Ithaca,Unit_1,12,TRES,1988,1,135,1,140,1,6,6,X5D1,,,,,,-8,0,,,,,-8,,,,,,,,,,,,147,Failed,5,0,E,MAN.3.041,CU2511988F,CU2511988M,,
,Unit_1_13_1988_152,Ithaca,Unit_1,13,TRES,1988,1,152,6,157,1,6,1,U,,,,,171,1,5,,,,5,X3D2,,,,,,,,,,,,182,X,0,0,,NUL.0.000,201139972,201139912,,
,Unit_1_15_1988_154,Ithaca,Unit_1,15,TRES,1988,2,154,1,158,1,5,0,NL,,,,,174,7,4,,,,4,U,,,,,,,,,,,,189,U,8,0,,NUL.0.000,CU3821988F,203040583,,
,Unit_1_15_1988_135,Ithaca,Unit_1,15,TRES,1988,1,135,1,140,1,6,6,X5D1,,,,,,-8,0,,,,,-8,,,,,,,,,,,,147,Failed,5,0,E,MAN.3.041,CU3811988F,CU3811988M,,
,Unit_1_16_1988_137,Ithaca,Unit_1,16,TRES,1988,1,137,1,141,1,5,0,NL,,,,,156,1,5,,,,5,U4T-3D,,,,,,,,,,,,181,Failed,7,0,,NUL.0.000,206111913,CU2711988M,,
,Unit_1_17_1988_136,Ithaca,Unit_1,17,TRES,1988,1,136,1,141,1,6,0,NL,,,,,155,1,6,,,,,T,,,,,,,,,,,,177,Fledged,1,7,C,CON.0.000,203040245,203040167,,
,Unit_1_18_1988_141,Ithaca,Unit_1,18,TRES,1988,1,141,1,,-8,5,5,D,,,,,,-8,0,,,,,-8,,,,,,,,,,,,146,Failed,1,0,E,MAN.3.041,203040478,203040583,,
,Unit_1_19_1988_139,Ithaca,Unit_1,19,TRES,1988,1,139,1,143,1,5,0,NL,,,,,157,1,5,,,,0,NL,,,,,,,,,,,,177,Fledged,1,5,,NUL.0.000,203040485,203040430,,
,Unit_1_21_1988_152,Ithaca,Unit_1,21,TRES,1988,2,152,1,156,1,5,0,NL,,,,,170,3,4,,,,4,X3D1,,,,,,,,,,,,182,Failed,0,0,,NUL.0.000,203040352,203040419,,
,Unit_1_21_1988_136,Ithaca,Unit_1,21,TRES,1988,1,136,1,141,2,6,6,X5D1,,,,,,-8,0,,,,,-8,,,,,,,,,,,,147,Failed,5,0,E,MAN.3.041,CU3011988F,CU3011988M,,
,Unit_1_22_1988_137,Ithaca,Unit_1,22,TRES,1988,1,137,1,142,1,6,0,NL,,,,,157,1,6,,,,0,NL,,,,,,,,,,,,176,Fledged,1,6,L,MAN.1.041,203040188,201140025,,
,Unit_1_24_1988_132,Ithaca,Unit_1,24,TRES,1988,1,132,2,137,1,6,0,NL,,,,,151,1,6,,,,0,NL,,,,,,,,,,,,174,Fledged,7,6,C,CON.0.000,203040323,203040141,,
,Unit_1_26_1988_139,Ithaca,Unit_1,26,TRES,1988,1,139,1,143,1,5,0,NL,,,,,157,1,4,,,,3,T,,,,,,,,,,,,177,Fledged,1,1,L,MAN.1.041,203040346,203040416,,
,Unit_1_28_1988_152,Ithaca,Unit_1,28,TRES,1988,2,152,1,156,1,5,6,U1D5,,,,,,-8,0,,,,,-8,,,,,,,,,,,,181,Failed,7,0,,NUL.0.000,203040509,203040175,,
,Unit_1_28_1988_137,Ithaca,Unit_1,28,TRES,1988,1,137,1,142,1,6,6,X5D1,,,,,,-8,0,,,,,-8,,,,,,,,,,,,147,Failed,4,0,E,MAN.3.041,203040509,203040175,,
,Unit_1_29_1988_133,Ithaca,Unit_1,29,TRES,1988,1,133,1,138,1,6,1,H,,,,,153,1,5,,,,4,T,,,,,,,,,,,,178,Fledged,1,1,L,MAN.1.041,203040243,201123320,,
,Unit_1_30_1988_132,Ithaca,Unit_1,30,TRES,1988,1,132,2,137,1,6,6,X5D1,,,,,,-8,0,,,,,-8,,,,,,,,,,,,141,Failed,1,0,E,MAN.3.041,201140063,203040337,,
,Unit_1_30_1988_147,Ithaca,Unit_1,30,TRES,1988,2,147,6,152,1,6,0,NL,,,,,166,2,6,,,,5,U4D1,,,,,,,,,,,,189,Fledged,8,1,,NUL.0.000,201140063,203040337,,
